fazenda,data,pluvio_id,tipo,mm_bruto,mm,mm_ref,zero_suspeito
RDM,2026-08-17,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-125,pivo,0.9,0.9,0.0,False
RDM,2026-08-17,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-131,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-17,RDM-133,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-16,RDM-130,pivo,0.76,0.76,0.0,False
RDM,2026-08-16,RDM-131,pivo,0.76,0.76,0.0,False
RDM,2026-08-16,RDM-132,pivo,6.9,6.9,0.0,False
RDM,2026-08-16,RDM-133,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-125,pivo,0.3,0.3,0.0,False
RDM,2026-08-15,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-131,pivo,0.25,0.25,0.0,False
RDM,2026-08-15,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-15,RDM-133,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-116,pivo,1.02,1.02,0.0,False
RDM,2026-08-14,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-131,pivo,0.0,0.0,0.0,False
RDM,2026-08-14,RDM-132,pivo,6.3,6.3,0.0,False
RDM,2026-08-14,RDM-133,pivo,0.25,0.25,0.0,False
RDM,2026-08-13,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-130,pivo,2.29,2.29,0.0,False
RDM,2026-08-13,RDM-131,pivo,1.27,1.27,0.0,False
RDM,2026-08-13,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-13,RDM-133,pivo,3.56,3.56,0.0,False
RDM,2026-08-12,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-131,pivo,0.0,0.0,0.0,False
RDM,2026-08-12,RDM-132,pivo,6.0,6.0,0.0,False
RDM,2026-08-12,RDM-133,pivo,6.1,6.1,0.0,False
RDM,2026-08-11,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-116,pivo,0.25,0.25,0.0,False
RDM,2026-08-11,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-125,pivo,2.1,2.1,0.0,False
RDM,2026-08-11,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-131,pivo,1.27,1.27,0.0,False
RDM,2026-08-11,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-11,RDM-133,pivo,2.79,2.79,0.0,False
RDM,2026-08-10,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-130,pivo,0.51,0.51,0.0,False
RDM,2026-08-10,RDM-131,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-10,RDM-133,pivo,0.51,0.51,0.0,False
RDM,2026-08-09,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-09,RDM-131,pivo,2.03,2.03,0.0,False
RDM,2026-08-09,RDM-132,pivo,4.8,4.8,0.0,False
RDM,2026-08-09,RDM-133,pivo,5.33,5.33,0.0,False
RDM,2026-08-08,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-116,pivo,4.83,4.83,0.0,False
RDM,2026-08-08,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-131,pivo,0.0,0.0,0.0,False
RDM,2026-08-08,RDM-132,pivo,5.7,5.7,0.0,False
RDM,2026-08-08,RDM-133,pivo,8.13,8.13,0.0,False
RDM,2026-08-07,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-116,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-131,pivo,0.51,0.51,0.0,False
RDM,2026-08-07,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-07,RDM-133,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-115,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-116,pivo,0.76,0.76,0.0,False
RDM,2026-08-06,RDM-117,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-118,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-119,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-120,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-121,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-122,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-123,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-124,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-125,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-126,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-127,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-128,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-129,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-130,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-131,pivo,0.51,0.51,0.0,False
RDM,2026-08-06,RDM-132,pivo,0.0,0.0,0.0,False
RDM,2026-08-06,RDM-133,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-101,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-102,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-103,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-104,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-105,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-106,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-107,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-108,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-109,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-110,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-112,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-113,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-114,pivo,0.0,0.0,0.0,False
RDM,2026-04-25,RDM-115,pivo,0.0,0.0,0.0,False
